,symbol,priceToBook,CPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,bookValue,open,dayLow,dayHigh,recommendationKey,fiftyTwoWeekLow,fiftyTwoWeekHigh,RSI,ADX,CCI,ROC,ATR,OBV,CMF,AD,MFI,MACD,MACD_signal,MACD_Hist,MACDAS,MACDAS_Signal,BB_Middle,BB_Upper,BB_Lower,BB_%B,BB_BWidth,FWMA,VWAP,kama,EMA_200,Supertrend,st_way,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,SMA_14,SMA_20,SMA_50,SMA_100,SMA_200,time,YF%,MACDAS-dif,change,BB_Pot,BB_Opt,TrendWay,Cloud_Position,TK_Cross
23,CIMSA.IS,1.4604727,44.8,74.0,63.0,68.0,67.5,30.675,45.18,44.6,46.24,none,29.6,57.4,45.393322089559824,15.204111223278083,-14.61992276512203,-0.882615905940945,0.5526458578276936,258124802.0,-0.0497220101228609,-188625902.2475843,61.25023431007836,-0.11487706205426207,-0.1387068679648933,0.02382980591063122,0.02382980591063122,0.07680652567774564,45.023999977111814,45.98329975327812,44.06470020094551,0.4457928528962404,4.261281879237604,45.02646969298078,45.28600366898313,45.031413170831705,47.6858318992631,43.97411081483296,1,36.245624223517716,46.638043726491325,43.61129835691847,56.81511625464747,45.95000076293945,46.5099983215332,48.06999969482422,49.36000061035156,,45.217142650059294,45.023999977111814,45.449599990844725,47.22149997711182,48.12229986190796,2025-09-10 02:33:07.554146,54.67625899280575,-0.05297671976711442,-0.8410801239486565,2.6412940921386685,-1.6412941943180548,no-trend,Below_Cloud,Bearish
24,CWENE.IS,1.5721673,17.33,,,,,11.023,17.3,17.2,17.75,none,13.31,27.212626,34.15056343112696,17.281261611099943,-45.435709385660275,0.05767144633123584,0.20022402137770262,13533907.0,-0.2849964298843777,-211650328.91642678,44.46779805962819,-0.1727246460665448,-0.20971076965072277,0.036986123584177966,0.036986123584177966,0.018174903646247853,17.44550018310547,17.85300358640829,17.03799677980265,0.38282330790158303,4.671730807666408,17.40298192641314,17.44038520939912,17.39093722328894,18.109529766335793,17.905935230293146,-1,32.7777636492334,41.146939930702665,65.05506862737336,78.55545978870157,18.47499942779541,18.304999351501465,19.147500038146973,19.31999969482422,,17.380000250680105,17.44550018310547,17.931600036621095,18.534200038909912,18.29985005378723,2025-09-10 02:33:07.554146,28.91540058691069,0.018811219937930113,0.1734104046242635,3.0179087501921,-1.6849579930602876,no-trend,Below_Cloud,Bullish
25,DOAS.IS,0.6202007,170.5,323.0,189.61,245.01572,259.9,274.911,172.0,169.6,174.1,none,164.0,250.25,30.432458302346657,41.9656656988721,-124.02117465932908,-0.3506756762782468,1.4422800829164162,1736743.0,-0.15113519828083574,-39432942.44248812,29.077159137926692,-1.377156921204687,-1.4838514297094803,0.10669450850479323,0.10669450850479323,0.17475993651563154,172.52500076293944,175.3084339770407,169.7415675488382,0.13624046147748173,3.2267012917459645,171.45395460767145,172.22007490413537,172.17307567102827,185.36759565828422,174.92068777189996,-1,26.361551545092652,45.0906625048664,58.5891291558947,73.80568690608631,178.25,178.45000457763672,185.89999771118164,191.75,,172.12143053327287,172.52500076293944,175.92400024414061,183.18400024414063,189.8,2025-09-10 02:33:07.554146,7.536231884057972,-0.06806542801083831,-0.8720930232558155,2.820195880962273,-0.44482841710370424,lower,Below_Cloud,Bearish
26,DOHOL.IS,1.6061114,17.24,25.7,20.82,23.04,22.6,10.734,17.7,17.1,17.7,none,12.54,19.7,30.637198357025838,41.79909466604143,-179.90954343334636,-1.7704138314690299,0.18360178575381964,839291290.0,-0.0547693360100616,135266975.2546125,54.30429073604931,-0.1474416108825629,-0.13913547760197886,-0.00830613328058405,-0.00830613328058405,0.0028261835688348476,17.53400001525879,17.826259751690362,17.24174027882722,-0.07140825554247836,3.3336344950066747,17.330030538005712,17.381957457331254,17.592910935379756,18.113402846097777,17.77171510394766,-1,31.693121821261798,36.847745763546754,39.26123634041054,62.98551660535972,17.875,18.145000457763672,18.90499973297119,19.109999656677246,,17.467857360839844,17.53400001525879,17.79479995727539,18.483800067901612,18.567450008392335,2025-09-10 02:33:07.554146,65.64245810055864,-0.011132316849418896,-2.5988700564971823,3.400578606092597,0.010094424751860842,lower,Below_Cloud,Bearish
27,ECILC.IS,0.70994043,54.85,,,,,77.26,57.05,54.85,58.2,none,37.2,72.0,23.1295393853022,33.61627258517381,-205.56992292086946,-3.245611358107182,0.8382150154881675,132396982.0,-0.2741154385693422,-41848773.23340709,34.95379802741666,-0.9944366250117156,-0.9496717037750309,-0.04476492123668474,-0.04476492123668474,0.05656321156133013,57.14500007629395,59.025664841018035,55.26433531156986,-0.030397173338791838,6.582079839752292,55.891988181680986,56.43902282064958,57.27199301712264,59.420734677652646,57.80105945504922,-1,17.340076894367268,30.70998963195868,13.879649368321587,43.32700081953013,59.97500038146973,61.54999923706055,65.07499885559082,67.29999923706055,,56.874999727521626,57.14500007629395,59.543000106811526,62.289000244140624,60.37945011138916,2025-09-10 02:33:07.554146,50.7183908045977,-0.10132813279801486,-3.8562664329535368,7.6128802935606865,0.7553971040471508,lower,Below_Cloud,Bearish
28,ECZYT.IS,0.9855613,223.0,,,,,226.267,227.0,223.0,232.0,none,163.5,260.25,29.5593685123103,28.09861742112359,-125.41255742315138,-1.2372969571358843,2.297060195770991,13306949.0,-0.3430825701369437,-10288859.62958899,34.942294879639526,-2.28358539861037,-2.238611834383547,-0.04497356422682319,-0.04497356422682319,0.1619269550519285,228.14500045776367,233.80520506471254,222.4847958508148,0.08967910346728972,4.961936133241488,225.63052673030336,227.3197472030711,228.74950573739704,232.35492145555855,230.88955411015544,-1,13.241643630840464,31.68254424408384,27.849806565634953,48.77062472727144,237.9000015258789,238.0,242.72500228881836,246.5749969482422,,227.47142791748047,228.14500045776367,234.0120001220703,238.3429997253418,239.0637498474121,2025-09-10 02:33:07.554146,61.49870801033591,-0.2069005192787517,-1.7621145374449365,4.845383437090822,-0.2310332507556967,lower,Below_Cloud,Bearish
29,EGEEN.IS,3.4859924,7905.0,,,,,2267.647,7850.0,7802.5,8037.5,none,6800.0,11867.5,39.994636196262356,16.567980693862612,-32.36797274275977,0.9612303748798462,78.25283695228799,486140.0,-0.030026776664974764,-474571.43014768715,45.900538052848,-36.99015063288607,-48.45411821349553,11.463967580609463,11.463967580609463,12.664439926836609,7924.125,8101.876758078675,7746.373241921325,0.3688479919862082,4.4863441219989655,7920.182555780933,7954.773533015301,7930.297784147448,8145.180779884079,8029.774808378092,-1,57.8347578347578,68.91658013153337,70.384177239557,82.09489834635478,8148.75,8197.5,8558.125,8571.25,,7907.857142857143,7924.125,8040.3,8279.725,8189.9125,2025-09-10 02:33:07.554146,21.805624074987666,-1.200472346227146,0.7006369426751702,2.490534574050285,-2.0066636063083565,no-trend,Below_Cloud,Bearish
30,ENJSA.IS,0.99422926,69.95,122.88,71.0,86.58857,83.0,70.356,68.25,68.2,70.85,none,51.25,79.0,50.51276297377317,31.407095517791962,55.24479237715423,2.1994135881536305,0.806356159925382,92701556.0,-0.017650347020091214,-33126600.179809473,44.45317277499006,-0.0728676586504946,-0.32602874386652525,0.25316108521603065,0.25316108521603065,0.2691475762497479,69.05750007629395,70.72551633230165,67.38948382028624,0.6925931086205409,4.830804052173618,69.79492859134325,69.79283152050452,69.05605193071248,70.73732781069644,68.00413044385814,1,67.14978836704269,74.07411502630848,71.03073376239415,77.2150566414166,70.82500076293945,72.57500076293945,76.67499923706055,76.3499984741211,,69.18571417672294,69.05750007629395,70.21899993896484,73.14149993896484,71.36625003814697,2025-09-10 02:33:07.554146,67.38738738738739,-0.015986491033717243,2.490842490842504,1.1086723835620482,-3.660494895945332,upper,Below_Cloud,Bearish
31,ENKAI.IS,47.37589,66.8,100.34983,67.985565,86.112434,89.34186,1.41,67.9,66.65,68.9,none,42.6,76.0,31.534857663640647,15.051114952327701,-172.46378133638115,-1.4749261872991517,0.7094656649351563,562444992.0,-0.2942839399755121,-94407415.32358816,32.85196815025618,-0.47636533988949736,-0.40533615619799557,-0.0710291836915018,-0.0710291836915018,-0.038006376777410415,68.0050006866455,69.22315528004566,66.78684609324534,0.005400364856706662,3.5825441691065905,67.2566447228979,67.5911571867375,67.92854474371026,70.4583169679091,68.99297333318306,-1,16.647217228932103,27.30209385424892,15.696100135599565,38.239809423198786,69.45000076293945,69.07500076293945,72.35000038146973,72.92499923706055,,67.71428625924247,68.0050006866455,68.50600006103515,70.50199981689452,71.70074996948242,2025-09-10 02:33:07.554146,72.45508982035928,-0.03302280691409138,-1.620029455081018,3.6274779641402244,-0.0196914771776191,no-trend,Below_Cloud,Bullish
32,EREGL.IS,0.689619,26.26,39.7,15.943,29.27025,30.05,38.079,26.64,26.1,26.86,none,20.1,30.38,26.112485750489615,35.28037816218612,-86.26581381739382,-0.4542045378004083,0.2481779144266896,3780414235.0,-0.4189262889413126,-1237352698.6559305,57.79902379542032,-0.37886733893711266,-0.42940312353494814,0.050535784597835476,0.050535784597835476,0.039026651492084743,26.63100004196167,27.290269079355372,25.971731004567967,0.24896378706811928,4.951139922307926,26.420851769360276,26.5692498638472,26.537955734411955,28.28982802142491,27.022644842523913,-1,29.298190166501815,40.96252644169241,67.2998673674498,78.80713673730627,28.420000076293945,28.979999542236328,29.789999961853027,29.869999885559082,,26.502857208251953,26.63100004196167,27.703600006103514,28.752399959564208,28.624099998474122,2025-09-10 02:33:07.554146,59.92217898832687,0.011509133105750732,-1.4264264264264193,3.9233399823129123,-1.097749411393889,lower,Below_Cloud,Bearish
33,EUPWR.IS,2.3427029,26.92,,,,,11.491,26.9,26.8,27.46,none,23.3,40.18,36.38983012177955,30.180399035429932,-43.19010981433946,-0.14815153899016203,0.2908226459667153,19093446.0,-0.2636353315120572,-206807057.1640426,40.486697210181376,-0.21010798400222086,-0.2632070217239524,0.053099037721731523,0.053099037721731523,0.03932524329324759,27.09400005340576,27.622409376563798,26.565590730247724,0.3732034399655855,3.9005633875874683,27.07141961722538,27.13764343662412,27.0487670740489,29.417474799383957,27.746934393610285,-1,42.59263674422335,60.02188584628033,63.41847170335786,77.51349196447792,28.369999885559082,28.380000114440918,29.545000076293945,30.4399995803833,,27.03714288984026,27.09400005340576,27.745600051879883,28.74020004272461,30.015000038146972,2025-09-10 02:33:07.554146,21.44549763033176,0.013773794428483935,0.07434944237918462,2.609247312644114,-1.316527747965368,lower,Below_Cloud,Bearish
34,EUREN.IS,1.8696437,8.29,14.72,14.72,14.72,14.72,4.434,8.21,8.11,8.82,none,3.970095,14.59,43.846386159144096,25.26890950599998,36.245123062787904,2.4752451875445414,0.1997386315458318,1743429564.0,-0.2410308405728639,-1612076100.8890448,48.44218352830081,-0.0795378891309717,-0.12317380415903743,0.04363591502806573,0.04363591502806573,0.04377179189635565,8.263000059127808,8.600704162067442,7.925295956188173,0.5251694807605317,8.173886010483233,8.359563761744006,8.461826043581238,8.217092498219115,8.012778749928284,7.937987712550367,1,44.166646798432794,50.22415277671527,60.62228519078476,64.31469657979417,9.09499979019165,9.315000057220459,8.994999766349792,8.559999704360962,,8.3121429170881,8.263000059127808,8.797000007629395,8.545599985122681,7.932549982070923,2025-09-10 02:33:07.554146,40.67743543845259,-0.00013587686828991918,0.9744214372715998,3.74793922879908,-4.399325015824196,upper,Below_Cloud,Bearish
35,FROTO.IS,2.5707648,102.9,224.0,109.86,146.53833,143.0,40.027,105.6,101.8,105.7,none,78.85,118.3,35.01050778963084,28.324953793938008,-129.18279193545837,-1.6267913380308014,1.258327909876958,68329991.0,0.02294763958761033,-175428.4475883419,29.52790178297388,-0.6481227172713062,-0.5587439149188853,-0.0893788023524209,-0.0893788023524209,-0.05719639503561878,104.56999969482422,106.83194440776421,102.30805498188423,0.10874449473925706,4.32618288140236,103.36196909473102,103.50709994772627,104.5392647551871,106.88990713159475,106.68078442215041,-1,39.16676839192706,45.841974324788055,32.72621245837622,52.755585122402614,105.25,105.6500015258789,111.04999923706055,113.20000076293945,,104.03571428571429,104.56999969482422,104.99799987792969,109.06199989318847,109.01650009155273,2025-09-10 02:33:07.554146,60.96324461343475,-0.03218240731680212,-2.5568181818181657,3.821131591607596,-0.5752624082757785,lower,Below_Cloud,Bearish
36,GARAN.IS,1.5370746,138.1,208.9,105.0,161.65714,162.5,89.846,137.6,134.9,139.4,buy,97.2,154.5,52.752188460839506,10.777974894936225,64.78734178724696,1.1730250550670034,1.6354501633862346,848363298.0,-0.13486674907801818,-145964783.02450812,54.748652085265974,-0.11168619278319625,-0.39723344961747464,0.2855472568342784,0.2855472568342784,0.1670713786621402,137.04500045776368,139.10943856971534,134.98056234581202,0.731297692264917,3.0127886534436623,137.8972614590101,137.46230684330638,137.22612705202695,142.249454231232,140.04159451701466,-1,68.88902452256947,74.26084384162786,79.96166922188814,86.96841667428588,137.1999969482422,141.0999984741211,146.8249969482422,146.75,,136.92142922537667,137.04500045776368,137.5220004272461,142.13800048828125,144.05099975585938,2025-09-10 02:33:07.554146,71.3787085514834,0.1184758781721382,0.363372093023262,0.7309475522920605,-2.2588252383692775,no-trend,Below_Cloud,Bearish
37,GENIL.IS,6.577975,160.2,120.0,120.0,120.0,120.0,24.354,164.9,159.2,166.2,none,79.95,216.0,33.30198495673873,35.36550891335467,-120.48727741689494,-2.065619094288003,1.918215431385093,64279292.0,-0.2168412003618216,-4284435.281495456,16.662089038758527,-2.124492028935407,-1.9140469839596386,-0.21044504497576844,-0.21044504497576844,-0.22076098217589835,164.2599998474121,169.02839593977924,159.49160375504496,0.17913708929632344,5.805912695478754,161.21277791733192,161.8811047253267,162.74608692171947,179.6436286075695,166.2160260042061,-1,12.12819149309444,16.992748914068716,24.59229559464252,29.622213207653044,169.5999984741211,169.3000030517578,177.625,192.0,,162.97857121058874,164.2599998474121,167.08600006103515,178.98300018310547,185.63000022888184,2025-09-10 02:33:07.554146,58.98566703417859,0.01031593720012991,-2.850212249848405,5.510858888751091,-0.4421949094600697,lower,Below_Cloud,Bullish
38,GESAN.IS,1.6821557,43.26,,,,,25.717,42.94,42.94,43.8,none,37.68,56.8,35.820828896039096,27.584620181663993,-36.72328244606369,0.2781616448366471,0.4118919032576657,-64086636.0,-0.2799571809918354,-306024134.81644815,33.811322683755,-0.42399748155349215,-0.521624908009199,0.09762742645570688,0.09762742645570688,0.05702811127761443,43.45599994659424,44.36863144655048,42.543368446638,0.3926173241497612,4.200255435741118,43.338640213012695,43.34748414599452,43.22673989624338,47.37628441309786,44.36116435104891,-1,51.28207949724294,64.46667586089455,73.83703419485165,83.03161770411549,45.6299991607666,46.03999900817871,47.97500038146973,49.65999984741211,,43.26571410042899,43.45599994659424,44.632800064086915,46.65040008544922,48.47909999847412,2025-09-10 02:33:07.554146,29.184100418410036,0.04059931517809245,0.7452258965999103,2.562717167245676,-1.6565685468377223,upper,Below_Cloud,Bearish
39,GLYHO.IS,2.1188028,9.06,,,,,4.276,9.22,9.01,9.34,none,4.9,9.88,38.58449990319504,18.5219484927805,-96.54703867763588,-1.6286603464602478,0.11136444026708642,531594716.0,-0.028885201031701474,225765804.36644146,42.62541810141033,-0.05312666159165502,-0.03193068743510846,-0.02119597415654656,-0.02119597415654656,-0.02690660591640421,9.233999967575073,9.527489338428676,8.94051059672147,0.20356754751917808,6.356711541784331,9.097342952511614,9.10185866684357,9.22529733577574,9.12768113023433,9.395358889836112,-1,22.2943480776366,25.51943821134705,21.400222839667666,26.64298519824491,9.200000286102295,9.164999961853027,9.212499856948853,9.164999961853027,,9.155714239392962,9.233999967575073,9.212400016784668,9.150899982452392,9.160849952697754,2025-09-10 02:33:07.554146,83.53413654618474,0.00571063175985765,-1.7353579175705014,5.159926472722698,-1.318867585855743,no-trend,Below_Cloud,Bullish
40,GUBRF.IS,3.7672048,268.5,,,,,71.273,270.0,263.0,271.5,none,163.7,318.25,39.47127127610936,31.80324062211157,-47.04837993786007,0.3777148253068933,3.263197249369479,322274459.0,-0.23880947122241908,-54994022.22264691,40.457880358933394,-2.2877893471962807,-2.810873889163971,0.5230845419676902,0.5230845419676902,0.671631201684747,267.2375,272.5536898950724,261.9213101049276,0.3600971720951144,3.978625675717216,266.85141987829616,268.0198749455163,266.3524442463562,276.8200454995761,274.5083423708067,-1,34.31372549019608,51.80738962251573,64.45932574657114,76.75469673937756,283.0,284.375,293.25,293.625,,267.55357142857144,267.2375,275.795,284.4275,280.00125,2025-09-10 02:33:07.554146,67.80977030087351,-0.14854665971705683,-0.5555555555555536,1.5097541508649615,-2.4501638342913967,upper,Below_Cloud,Bearish
41,HALKB.IS,0.9348864,24.48,37.54,16.0,26.665,26.94,26.185,24.4,24.12,24.68,hold,14.12,29.18,43.92027354627446,16.109093056129634,24.04706127561715,0.9933765423590082,0.26685925052365994,1527435266.0,-0.1054131718904753,-491872783.3787283,57.47854205298351,-0.15247029480589802,-0.2233915428986021,0.07092124809270409,0.07092124809270409,0.050751892493161775,24.358000087738038,24.938882238281504,23.77711793719457,0.5361515074554635,4.769538947788131,24.443549707501703,24.42370332145621,24.34314378403299,26.344864961451908,24.919050925601194,-1,66.66666666666667,73.14817604944932,80.04072306086682,86.47939132524426,25.039999961853027,25.960000038146973,27.09499979019165,27.630000114440918,,24.312857219151088,24.358000087738038,24.87800003051758,26.145800018310545,26.825400009155274,2025-09-10 02:33:07.554146,68.79150066401063,0.02016935559954231,0.3278688524590345,1.8745189472283652,-2.871250256558122,no-trend,Below_Cloud,Bearish
42,HEKTS.IS,2.1892817,3.84,4.3,4.3,4.3,4.3,1.754,3.79,3.74,3.9,none,2.83,5.27,32.72451253857654,38.445859233650076,-52.90449005570899,0.5277039875413395,0.0631732264664767,2924556014.0,-0.18787735996172275,-663906985.3570743,34.18880987321856,-0.07896819207271877,-0.09217427106666815,0.013206078993949377,0.013206078993949377,0.006064300357239994,3.866999959945679,4.027012485056188,3.706987434835169,0.321888889239228,8.275796574497887,3.8275658489482636,3.8357252907593855,3.8284681072367417,4.304624176588287,3.958272466291075,-1,46.57471475800847,51.366134641776135,84.02336715457211,88.9003254760673,4.210000038146973,4.315000057220459,4.447499990463257,4.690000057220459,,3.8242856434413364,3.866999959945679,4.089399948120117,4.354799971580506,4.515649983882904,2025-09-10 02:33:07.554146,41.39344262295082,0.007141778636709383,1.319261213720302,4.870116798338242,-3.463868884500798,upper,Below_Cloud,Bearish
43,IMASM.IS,1.2670765,3.71,,,,,2.928,3.8,3.67,3.89,none,2.21,4.93,32.726898843173146,15.45119391652648,-141.62541001414445,-3.1413583156064124,0.056999931086346114,455342265.0,-0.2034883259688765,-381360251.4908277,22.76136031934271,-0.04256151537423625,-0.029616983623107322,-0.012944531751128925,-0.012944531751128925,-0.012304058553135128,3.821499967575073,3.9712029933486304,3.671796941801516,0.09419684651150695,7.834778335405876,3.72842801245908,3.753062699900344,3.795979862619803,4.01725078768431,3.8682514672702397,-1,12.566830675854318,18.6274255303174,0.0,17.58548205432442,3.96999990940094,3.859999895095825,3.8750000596046448,4.025000095367432,,3.784285681588309,3.821499967575073,3.8429999923706055,3.8934000015258787,4.114449977874756,2025-09-10 02:33:07.554146,55.14705882352941,-0.0006404731979937975,-2.368421052631575,7.04051195009785,-1.0297320269133103,no-trend,Below_Cloud,Bullish
44,IPEKE.IS,1.5439125,60.35,,,,,39.089,59.0,58.6,61.95,none,32.78,72.55,52.84998349612905,29.06745015994544,61.50579553138105,-2.1880101655189086,1.1632261785060012,96037791.0,-0.18741547619297946,-131699559.44895718,50.76318042967523,0.5220765111812398,0.4566164108218208,0.06546010035941896,0.06546010035941896,0.10952993663398009,60.037499809265135,62.053901271991236,58.021098346539034,0.5774891981166964,6.717140017929011,60.788183750052,60.99068782000341,59.491486844245365,57.64643303294182,57.857282037326634,1,54.72223493787976,57.777800383391146,44.683061165550754,50.46281664421423,58.85000038146973,57.67500114440918,59.44999885559082,58.77499961853027,,60.31785692487444,60.037499809265135,59.1039998626709,59.011499938964846,56.237999992370604,2025-09-10 02:33:07.554146,69.32361076188083,-0.044069836274561125,2.2881355932203418,2.823365819372392,-3.8589919692808117,lower,Above_Cloud,Bullish
45,ISCTR.IS,0.94547725,13.63,21.47,13.0,17.39583,16.95,14.416,13.47,13.26,13.67,buy,10.07,16.6,54.30444040549816,11.384554711062481,65.27416719093947,1.947560058263427,0.17404857771999024,12715809208.0,-0.15139981006747874,1773132344.2652245,65.53614295032179,-0.022840122309695232,-0.061134057772542084,0.03829393546284685,0.03829393546284685,0.023996941420468668,13.450999975204468,13.741578543535372,13.160421406873564,0.7735915494148096,4.320549682054208,13.557484625802804,13.492301572816624,13.502042218521366,14.323675608386067,13.797283313460163,-1,72.04181724752513,75.48102354843503,79.39309625506576,83.75223026290085,13.37999963760376,14.055000305175781,14.942500114440918,15.015000343322754,,13.436428546905518,13.450999975204468,13.503599967956543,14.313799953460693,14.550049958229065,2025-09-10 02:33:07.554146,54.517611026033684,0.014296994042378185,1.187824795842607,0.8186246774422035,-3.445184102174892,no-trend,Below_Cloud,Bearish
